best_x,best_y,best_combined,pairs_lt_80,pairs_lt_90,pairs_lt_95,pairs_lt_98,pairs_lt_100,cost_10,slip_10,cost_50,slip_50,cost_100,slip_100,cost_250,slip_250,ts,asset,combo,secs_to_close,kalshi_ticker,okx_inst
0.35,0.89,1.24,0.0,0.0,0.0,0.0,0.0,1.24,0.0,1.282,4.2,1.311,7.1,1.3319,9.19,2026-09-21T11:17:49+00:00,ETH,B,730,KXETH15M-26SEP210730-30,ETH-UPDOWN-15MIN-260921-1915-1930
0.65,0.47,1.12,0.0,0.0,0.0,0.0,0.0,1.5025,38.25,1.5733,45.33,1.6076,48.76,1.6283,50.83,2026-09-21T11:17:49+00:00,SOL,A,730,KXSOL15M-26SEP210730-30,SOL-UPDOWN-15MIN-260921-1915-1930
0.36,0.78,1.14,0.0,0.0,0.0,0.0,0.0,1.2523,11.23,1.3058,16.58,1.3439,20.39,1.3668,22.68,2026-09-21T11:17:49+00:00,SOL,B,730,KXSOL15M-26SEP210730-30,SOL-UPDOWN-15MIN-260921-1915-1930
0.34,0.78,1.12,0.0,0.0,0.0,0.0,0.0,1.2245,10.45,1.2812,16.12,1.3101,19.01,1.3274,20.74,2026-09-21T11:36:35+00:00,BTC,A,504,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.67,0.37,1.04,0.0,0.0,0.0,0.0,0.0,1.5035,46.35,1.593,55.3,1.626,58.6,1.6458,60.58,2026-09-21T11:36:35+00:00,BTC,B,504,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.37,0.99,1.36,0.0,0.0,0.0,0.0,0.0,1.36,0.0,1.36,0.0,1.3605,0.05,1.3662,0.62,2026-09-21T11:36:35+00:00,ETH,A,504,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.65,0.99,1.64,0.0,0.0,0.0,0.0,0.0,1.64,0.0,1.64,-0.0,1.64,-0.0,1.64,0.0,2026-09-21T11:36:35+00:00,ETH,B,504,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.26,0.93,1.19,0.0,0.0,0.0,0.0,0.0,1.2502,6.02,1.2536,6.36,1.2583,6.83,1.2665,7.65,2026-09-21T11:36:35+00:00,SOL,A,504,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.75,0.28,1.03,0.0,0.0,0.0,0.0,0.0,1.6753,64.53,1.7347,70.47,1.7433,71.33,1.7485,71.85,2026-09-21T11:36:35+00:00,SOL,B,504,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.48,0.67,1.15,0.0,0.0,0.0,0.0,0.0,1.3435,19.35,1.417,26.7,1.448,29.8,1.4666,31.66,2026-09-21T11:36:56+00:00,BTC,A,483,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.53,0.49,1.02,0.0,0.0,0.0,0.0,0.0,1.3755,35.55,1.4554,43.54,1.4872,46.72,1.5063,48.63,2026-09-21T11:36:56+00:00,BTC,B,483,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.61,0.99,1.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.6,0.0,1.6062,0.62,1.6246,2.46,2026-09-21T11:36:56+00:00,ETH,A,483,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.4,0.99,1.39,0.0,0.0,0.0,0.0,0.0,1.39,0.0,1.39,-0.0,1.39,-0.0,1.39,0.0,2026-09-21T11:36:56+00:00,ETH,B,483,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.41,0.76,1.17,0.0,0.0,0.0,0.0,0.0,1.3833,21.33,1.3983,22.83,1.4001,23.01,1.4027,23.27,2026-09-21T11:36:56+00:00,SOL,A,483,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.6,0.45,1.05,0.0,0.0,0.0,0.0,0.0,1.5473,49.73,1.6027,55.27,1.6123,56.23,1.6191,56.91,2026-09-21T11:36:56+00:00,SOL,B,483,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.35,0.77,1.12,0.0,0.0,0.0,0.0,0.0,1.2235,10.35,1.281,16.1,1.31,19.0,1.3274,20.74,2026-09-21T11:37:18+00:00,BTC,A,461,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.66,0.38,1.04,0.0,0.0,0.0,0.0,0.0,1.5045,46.45,1.5932,55.32,1.6261,58.61,1.6458,60.58,2026-09-21T11:37:18+00:00,BTC,B,461,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.42,0.99,1.41,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.41,0.0,1.41,0.0,1.4138,0.38,2026-09-21T11:37:18+00:00,ETH,A,461,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.59,0.99,1.58,0.0,0.0,0.0,0.0,0.0,1.58,0.0,1.5868,0.68,1.5885,0.85,1.5954,1.54,2026-09-21T11:37:18+00:00,ETH,B,461,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.35,0.82,1.17,0.0,0.0,0.0,0.0,0.0,1.3293,15.93,1.3535,18.35,1.3577,18.77,1.3613,19.13,2026-09-21T11:37:18+00:00,SOL,A,461,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.67,0.39,1.06,0.0,0.0,0.0,0.0,0.0,1.6063,54.63,1.6509,59.09,1.6564,59.64,1.6611,60.11,2026-09-21T11:37:18+00:00,SOL,B,461,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.37,0.77,1.14,0.0,0.0,0.0,0.0,0.0,1.2435,10.35,1.301,16.1,1.33,19.0,1.3474,20.74,2026-09-21T11:37:39+00:00,BTC,A,440,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.64,0.41,1.05,0.0,0.0,0.0,0.0,0.0,1.4775,42.75,1.5638,51.38,1.5964,54.64,1.6176,56.76,2026-09-21T11:37:39+00:00,BTC,B,440,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.52,0.99,1.51,0.0,0.0,0.0,0.0,0.0,1.51,0.0,1.515,0.5,1.5175,0.75,1.519,0.9,2026-09-21T11:37:39+00:00,ETH,A,440,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.49,0.99,1.48,0.0,0.0,0.0,0.0,0.0,1.48,0.0,1.4823,0.23,1.4862,0.62,1.4885,0.85,2026-09-21T11:37:39+00:00,ETH,B,440,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.48,0.69,1.17,0.0,0.0,0.0,0.0,0.0,1.4463,27.63,1.4669,29.69,1.4694,29.94,1.4719,30.19,2026-09-21T11:37:39+00:00,SOL,A,440,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.53,0.56,1.09,0.0,0.0,0.0,0.0,0.0,1.4833,39.33,1.5143,42.43,1.5199,42.99,1.5374,44.74,2026-09-21T11:37:39+00:00,SOL,B,440,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.36,0.79,1.15,0.0,0.0,0.0,0.0,0.0,1.2355,8.55,1.2914,14.14,1.3202,17.02,1.3375,18.75,2026-09-21T11:38:01+00:00,BTC,A,418,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.65,0.38,1.03,0.0,0.0,0.0,0.0,0.0,1.4845,45.45,1.5732,54.32,1.6061,57.61,1.6258,59.58,2026-09-21T11:38:01+00:00,BTC,B,418,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.49,0.99,1.48,0.0,0.0,0.0,0.0,0.0,1.48,0.0,1.48,0.0,1.48,0.0,1.48,0.0,2026-09-21T11:38:01+00:00,ETH,A,418,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.52,0.99,1.51,0.0,0.0,0.0,0.0,0.0,1.5109,0.09,1.5182,0.82,1.5191,0.91,1.5279,1.79,2026-09-21T11:38:01+00:00,ETH,B,418,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.42,0.73,1.15,0.0,0.0,0.0,0.0,0.0,1.3903,24.03,1.4077,25.77,1.4098,25.98,1.412,26.2,2026-09-21T11:38:01+00:00,SOL,A,418,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.59,0.52,1.11,0.0,0.0,0.0,0.0,0.0,1.5593,44.93,1.5935,48.35,1.6017,49.17,1.6079,49.79,2026-09-21T11:38:01+00:00,SOL,B,418,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.31,0.83,1.14,0.0,0.0,0.0,0.0,0.0,1.1885,4.85,1.2422,10.22,1.2706,13.06,1.2876,14.76,2026-09-21T11:38:22+00:00,BTC,A,397,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.7,0.34,1.04,0.0,0.0,0.0,0.0,0.0,1.5305,49.05,1.6224,58.24,1.6557,61.57,1.6757,63.57,2026-09-21T11:38:22+00:00,BTC,B,397,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.45,0.99,1.44,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.4472,0.72,1.4536,1.36,1.4574,1.74,2026-09-21T11:38:22+00:00,ETH,A,397,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.56,0.99,1.55,0.0,0.0,0.0,0.0,0.0,1.55,0.0,1.55,0.0,1.55,0.0,1.55,0.0,2026-09-21T11:38:22+00:00,ETH,B,397,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.4,0.78,1.18,0.0,0.0,0.0,0.0,0.0,1.3753,19.53,1.3887,20.87,1.3903,21.03,1.3925,21.25,2026-09-21T11:38:22+00:00,SOL,A,397,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.62,0.47,1.09,0.0,0.0,0.0,0.0,0.0,1.5643,47.43,1.6025,51.25,1.6072,51.72,1.6101,52.01,2026-09-21T11:38:22+00:00,SOL,B,397,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.32,0.82,1.14,0.0,0.0,0.0,0.0,0.0,1.1979,5.79,1.252,11.2,1.2805,14.05,1.2976,15.76,2026-09-21T11:38:44+00:00,BTC,A,375,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.69,0.35,1.04,0.0,0.0,0.0,0.0,0.0,1.5215,48.15,1.6126,57.26,1.6458,60.58,1.6657,62.57,2026-09-21T11:38:44+00:00,BTC,B,375,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.49,0.99,1.48,0.0,0.0,0.0,0.0,0.0,1.48,0.0,1.4824,0.24,1.4862,0.62,1.4893,0.93,2026-09-21T11:38:44+00:00,ETH,A,375,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.53,0.99,1.52,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.52,0.0,1.52,0.0,1.52,0.0,2026-09-21T11:38:44+00:00,ETH,B,375,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.43,0.72,1.15,0.0,0.0,0.0,0.0,0.0,1.3993,24.93,1.4175,26.75,1.4197,26.97,1.4211,27.11,2026-09-21T11:38:44+00:00,SOL,A,375,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.58,0.53,1.11,0.0,0.0,0.0,0.0,0.0,1.5303,42.03,1.5637,45.37,1.5678,45.78,1.5769,46.69,2026-09-21T11:38:44+00:00,SOL,B,375,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.17,0.88,1.05,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.1041,5.41,1.1316,8.16,1.148,9.8,2026-09-21T11:39:05+00:00,BTC,A,354,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.84,0.21,1.05,0.0,0.0,0.0,0.0,0.0,1.6575,60.75,1.7598,70.98,1.7944,74.44,1.8208,77.08,2026-09-21T11:39:05+00:00,BTC,B,354,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.34,0.99,1.33,0.0,0.0,0.0,0.0,0.0,1.33,0.0,1.33,0.0,1.3326,0.26,1.3378,0.78,2026-09-21T11:39:05+00:00,ETH,A,354,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.68,0.99,1.67,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,0.0,1.67,0.0,1.67,0.0,2026-09-21T11:39:05+00:00,ETH,B,354,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.3,0.85,1.15,0.0,0.0,0.0,0.0,0.0,1.2823,13.23,1.2901,14.01,1.293,14.3,1.3013,15.13,2026-09-21T11:39:05+00:00,SOL,A,354,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.71,0.36,1.07,0.0,0.0,0.0,0.0,0.0,1.6433,57.33,1.6903,62.03,1.6961,62.61,1.7001,63.01,2026-09-21T11:39:05+00:00,SOL,B,354,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.12,0.96,1.08,0.0,0.0,0.0,0.0,0.0,1.1087,2.87,1.1089,2.89,1.109,2.9,1.109,2.9,2026-09-21T11:39:27+00:00,BTC,A,332,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.89,0.18,1.07,0.0,0.0,0.0,0.0,0.0,1.7045,63.45,1.8092,73.92,1.8441,77.41,1.865,79.5,2026-09-21T11:39:27+00:00,BTC,B,332,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.29,0.99,1.28,0.0,0.0,0.0,0.0,0.0,1.28,0.0,1.28,0.0,1.2827,0.27,1.2871,0.71,2026-09-21T11:39:27+00:00,ETH,A,332,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.73,0.99,1.72,0.0,0.0,0.0,0.0,0.0,1.72,0.0,1.72,0.0,1.72,0.0,1.7236,0.36,2026-09-21T11:39:27+00:00,ETH,B,332,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.25,0.9,1.15,0.0,0.0,0.0,0.0,0.0,1.2377,8.77,1.2411,9.11,1.2416,9.16,1.2458,9.58,2026-09-21T11:39:27+00:00,SOL,A,332,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.76,0.31,1.07,0.0,0.0,0.0,0.0,0.0,1.6883,61.83,1.7473,67.73,1.7546,68.46,1.76,69.0,2026-09-21T11:39:27+00:00,SOL,B,332,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.11,0.966,1.076,0.0,0.0,0.0,0.0,0.0,1.0988,2.28,1.099,2.3,1.099,2.3,1.099,2.3,2026-09-21T11:39:49+00:00,BTC,A,310,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.9,0.17,1.07,0.0,0.0,0.0,0.0,0.0,1.7135,64.35,1.819,74.9,1.854,78.4,1.875,80.5,2026-09-21T11:39:49+00:00,BTC,B,310,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.23,0.99,1.22,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1.226,0.6,1.228,0.8,1.235,1.5,2026-09-21T11:39:49+00:00,ETH,A,310,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.78,0.99,1.77,0.0,0.0,0.0,0.0,0.0,1.77,0.0,1.7722,0.22,1.7761,0.61,1.7834,1.34,2026-09-21T11:39:49+00:00,ETH,B,310,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.17,0.968,1.138,0.0,0.0,0.0,0.0,0.0,1.1687,3.07,1.1825,4.45,1.1858,4.78,,INSUFFICIENT,2026-09-21T11:39:49+00:00,SOL,A,310,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.84,0.24,1.08,0.0,0.0,0.0,0.0,0.0,1.7613,68.13,1.8179,73.79,1.8249,74.49,1.8292,74.92,2026-09-21T11:39:49+00:00,SOL,B,310,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.088,0.978,1.066,0.0,0.0,0.0,0.0,0.0,1.0769,1.09,1.077,1.1,1.077,1.1,1.077,1.1,2026-09-21T11:40:10+00:00,BTC,A,289,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.913,0.15,1.063,0.0,0.0,0.0,0.0,0.0,1.7265,66.35,1.8336,77.06,1.8688,80.58,1.891,82.8,2026-09-21T11:40:10+00:00,BTC,B,289,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.15,0.999,1.149,0.0,0.0,0.0,0.0,0.0,1.1564,0.74,1.1608,1.18,1.1649,1.59,,INSUFFICIENT,2026-09-21T11:40:10+00:00,ETH,A,289,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.86,0.99,1.85,0.0,0.0,0.0,0.0,0.0,1.85,0.0,1.85,0.0,1.85,0.0,1.85,0.0,2026-09-21T11:40:10+00:00,ETH,B,289,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.15,0.999,1.149,0.0,0.0,0.0,0.0,0.0,1.149,0.0,1.149,0.0,1.149,0.0,,INSUFFICIENT,2026-09-21T11:40:10+00:00,SOL,A,289,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.86,0.2,1.06,0.0,0.0,0.0,0.0,0.0,1.7811,72.11,1.8458,78.58,1.8539,79.39,1.8641,80.41,2026-09-21T11:40:10+00:00,SOL,B,289,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.056,0.989,1.045,0.0,0.0,0.0,0.0,0.0,1.045,0.0,1.045,0.0,1.045,0.0,1.045,0.0,2026-09-21T11:40:32+00:00,BTC,A,267,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.945,0.12,1.065,0.0,0.0,0.0,0.0,0.0,1.7535,68.85,1.863,79.8,1.8985,83.35,1.9198,85.48,2026-09-21T11:40:32+00:00,BTC,B,267,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.092,0.999,1.091,0.0,0.0,0.0,0.0,0.0,1.0915,0.05,1.0931,0.21,1.0958,0.48,,INSUFFICIENT,2026-09-21T11:40:32+00:00,ETH,A,267,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.914,0.99,1.904,0.0,0.0,0.0,0.0,0.0,1.904,0.0,1.9045,0.05,1.9061,0.21,1.9123,0.83,2026-09-21T11:40:32+00:00,ETH,B,267,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.13,0.999,1.129,0.0,0.0,0.0,0.0,0.0,1.129,0.0,1.129,0.0,1.129,0.0,,INSUFFICIENT,2026-09-21T11:40:32+00:00,SOL,A,267,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.88,0.16,1.04,0.0,0.0,0.0,0.0,0.0,1.7933,75.33,1.8563,81.63,1.8658,82.58,1.878,83.8,2026-09-21T11:40:32+00:00,SOL,B,267,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.053,0.989,1.042,0.0,0.0,0.0,0.0,0.0,1.042,0.0,1.042,0.0,1.042,0.0,1.042,0.0,2026-09-21T11:40:53+00:00,BTC,A,246,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.948,0.11,1.058,0.0,0.0,0.0,0.0,0.0,1.7555,69.75,1.8658,80.78,1.9014,84.34,1.9228,86.48,2026-09-21T11:40:53+00:00,BTC,B,246,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.072,0.999,1.071,0.0,0.0,0.0,0.0,0.0,1.071,0.0,1.0737,0.27,1.0761,0.51,,INSUFFICIENT,2026-09-21T11:40:53+00:00,ETH,A,246,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.929,0.99,1.919,0.0,0.0,0.0,0.0,0.0,1.9198,0.08,1.9221,0.31,1.9246,0.56,1.9295,1.05,2026-09-21T11:40:53+00:00,ETH,B,246,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.069,0.999,1.068,0.0,0.0,0.0,0.0,0.0,1.0718,0.38,1.0729,0.49,1.074,0.6,,INSUFFICIENT,2026-09-21T11:40:53+00:00,SOL,A,246,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.934,0.13,1.064,0.0,0.0,0.0,0.0,0.0,1.8448,78.08,1.9174,85.34,1.9287,86.47,1.9355,87.15,2026-09-21T11:40:53+00:00,SOL,B,246,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.03,0.989,1.019,0.0,0.0,0.0,0.0,0.0,1.019,0.0,1.019,0.0,1.019,0.0,1.019,0.0,2026-09-21T11:41:15+00:00,BTC,A,224,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.976,0.1,1.076,0.0,0.0,0.0,0.0,0.0,1.7825,70.65,1.8936,81.76,1.9293,85.33,1.951,87.5,2026-09-21T11:41:15+00:00,BTC,B,224,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.033,0.999,1.032,0.0,0.0,0.0,0.0,0.0,1.032,0.0,1.0326,0.06,1.0343,0.23,,INSUFFICIENT,2026-09-21T11:41:15+00:00,ETH,A,224,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.968,0.99,1.958,0.0,0.0,0.0,0.0,0.0,1.958,-0.0,1.9588,0.08,1.9613,0.33,1.9652,0.72,2026-09-21T11:41:15+00:00,ETH,B,224,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.041,0.999,1.04,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.0405,0.05,1.0411,0.11,,INSUFFICIENT,2026-09-21T11:41:15+00:00,SOL,A,224,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.96,0.11,1.07,0.0,0.0,0.0,0.0,0.0,1.8683,79.83,1.94,87.0,1.9522,88.22,1.9622,89.22,2026-09-21T11:41:15+00:00,SOL,B,224,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.016,0.998,1.014,0.0,0.0,0.0,0.0,0.0,1.014,0.0,1.014,0.0,1.014,0.0,1.014,0.0,2026-09-21T11:41:36+00:00,BTC,A,203,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.985,0.1,1.085,0.0,0.0,0.0,0.0,0.0,1.7915,70.65,1.9031,81.81,1.939,85.41,1.9606,87.56,2026-09-21T11:41:36+00:00,BTC,B,203,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.027,0.999,1.026,0.0,0.0,0.0,0.0,0.0,1.026,0.0,1.028,0.2,1.0312,0.52,,INSUFFICIENT,2026-09-21T11:41:36+00:00,ETH,A,203,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.977,0.99,1.967,0.0,0.0,0.0,0.0,0.0,1.9686,0.16,1.9689,0.19,1.9694,0.24,1.9697,0.27,2026-09-21T11:41:36+00:00,ETH,B,203,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.023,0.999,1.022,0.0,0.0,0.0,0.0,0.0,1.022,0.0,1.0239,0.19,1.0259,0.39,,INSUFFICIENT,2026-09-21T11:41:36+00:00,SOL,A,203,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.978,0.11,1.088,0.0,0.0,0.0,0.0,0.0,1.8863,79.83,1.9533,86.53,1.9616,87.36,1.9685,88.05,2026-09-21T11:41:36+00:00,SOL,B,203,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.011,0.998,1.009,0.0,0.0,0.0,0.0,0.0,1.009,0.0,1.009,0.0,1.009,0.0,1.009,0.0,2026-09-21T11:41:58+00:00,BTC,A,181,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.99,0.1,1.09,0.0,0.0,0.0,0.0,0.0,1.7965,70.65,1.9081,81.81,1.9441,85.41,1.9656,87.56,2026-09-21T11:41:58+00:00,BTC,B,181,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.021,0.999,1.02,0.0,0.0,0.0,0.0,0.0,1.0208,0.08,1.0236,0.36,1.0249,0.49,,INSUFFICIENT,2026-09-21T11:41:58+00:00,ETH,A,181,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.983,0.99,1.973,0.0,0.0,0.0,0.0,0.0,1.973,-0.0,1.9732,0.02,1.9741,0.11,1.9763,0.33,2026-09-21T11:41:58+00:00,ETH,B,181,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.032,0.999,1.031,0.0,0.0,0.0,0.0,0.0,1.031,0.0,1.0324,0.14,1.0332,0.22,,INSUFFICIENT,2026-09-21T11:41:58+00:00,SOL,A,181,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.975,0.11,1.085,0.0,0.0,0.0,0.0,0.0,1.8848,79.98,1.9537,86.87,1.9623,87.73,1.9677,88.27,2026-09-21T11:41:58+00:00,SOL,B,181,KXSOL15M-26SEP210745-45,SOL-UPDOWN-15MIN-260921-1930-1945
0.008,0.998,1.006,0.0,0.0,0.0,0.0,0.0,1.006,0.0,1.006,0.0,1.006,0.0,1.006,0.0,2026-09-21T11:42:19+00:00,BTC,A,160,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.993,0.1,1.093,0.0,0.0,0.0,0.0,0.0,1.7995,70.65,1.9111,81.81,1.9471,85.41,1.9686,87.56,2026-09-21T11:42:19+00:00,BTC,B,160,KXBTC15M-26SEP210745-45,BTC-UPDOWN-15MIN-260921-1930-1945
0.016,0.999,1.015,0.0,0.0,0.0,0.0,0.0,1.0167,0.17,1.0169,0.19,1.0181,0.31,,INSUFFICIENT,2026-09-21T11:42:19+00:00,ETH,A,160,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
0.985,0.99,1.975,0.0,0.0,0.0,0.0,0.0,1.975,0.0,1.975,0.0,1.975,0.0,1.975,0.0,2026-09-21T11:42:19+00:00,ETH,B,160,KXETH15M-26SEP210745-45,ETH-UPDOWN-15MIN-260921-1930-1945
